lon (deg E), lat (deg N)
-97.958, 29.037
-97.602, 29.043
-97.246, 29.048
-96.890, 29.052
-96.534, 29.054
-96.178, 29.056
-95.822, 29.056
-95.466, 29.054
-82.741, 28.199
-82.393, 28.153
-82.045, 28.106
-81.697, 28.058
-81.350, 28.008
-81.003, 27.958
-80.657, 27.906
-103.313, 29.111
-100.822, 29.257
-100.465, 29.273
-100.109, 29.287
-99.752, 29.301
-99.395, 29.313
-99.038, 29.324
-98.681, 29.334
-98.323, 29.343
-97.966, 29.350
-97.609, 29.356
-97.251, 29.361
-96.894, 29.365
-96.536, 29.367
-96.179, 29.369
-95.821, 29.369
-95.464, 29.367
-95.106, 29.365
-91.178, 29.257
-90.822, 29.240
-82.340, 28.462
-81.991, 28.415
-81.642, 28.366
-80.945, 28.266
-104.054, 29.370
-103.698, 29.397
-103.342, 29.423
-102.985, 29.447
-100.841, 29.569
-100.483, 29.586
-100.125, 29.600
-99.766, 29.614
-99.408, 29.626
-99.050, 29.637
-98.691, 29.647
-98.332, 29.656
-97.974, 29.663
-97.615, 29.670
-97.256, 29.675
-96.897, 29.678
-96.538, 29.681
-96.179, 29.682
-95.821, 29.682
-95.462, 29.681
-95.103, 29.678
-94.385, 29.670
-92.592, 29.626
-92.234, 29.614
-91.875, 29.600
-91.517, 29.586
-91.159, 29.569
-90.801, 29.552
-90.444, 29.534
-89.729, 29.493
-82.638, 28.818
-82.287, 28.771
-81.936, 28.724
-81.586, 28.675
-81.236, 28.625
-80.887, 28.574
-104.444, 29.653
-104.086, 29.682
-103.729, 29.709
-103.371, 29.735
-103.013, 29.760
-102.654, 29.783
-101.937, 29.827
-101.578, 29.846
-101.219, 29.865
-100.860, 29.882
-100.501, 29.899
-100.141, 29.914
-99.781, 29.927
-99.422, 29.940
-99.062, 29.951
-98.702, 29.961
-98.342, 29.969
-97.982, 29.977
-97.621, 29.983
-97.261, 29.988
-96.901, 29.992
-96.541, 29.994
-96.180, 29.996
-95.820, 29.996
-95.459, 29.994
-95.099, 29.992
-94.739, 29.988
-94.379, 29.983
-94.018, 29.977
-93.658, 29.969
-92.938, 29.951
-92.578, 29.940
-92.219, 29.927
-91.859, 29.914
-91.499, 29.899
-91.140, 29.882
-90.781, 29.865
-90.422, 29.846
-90.063, 29.827
-89.704, 29.806
-82.586, 29.127
-82.233, 29.080
-81.881, 29.032
-81.530, 28.983
-81.179, 28.933
-80.828, 28.882
-104.477, 29.965
-104.118, 29.994
-103.759, 30.021
-103.400, 30.047
-103.041, 30.072
-102.681, 30.096
-102.321, 30.118
-101.961, 30.140
-101.600, 30.160
-101.240, 30.178
-100.879, 30.196
-100.518, 30.212
-100.158, 30.227
-99.796, 30.241
-99.435, 30.253
-99.074, 30.264
-98.713, 30.274
-98.351, 30.283
-97.989, 30.291
-97.628, 30.297
-97.266, 30.302
-96.904, 30.306
-96.181, 30.309
-95.819, 30.309
-95.457, 30.308
-95.096, 30.306
-94.734, 30.302
-94.372, 30.297
-94.011, 30.291
-93.649, 30.283
-93.287, 30.274
-92.926, 30.264
-92.565, 30.253
-92.204, 30.241
-91.842, 30.227
-91.482, 30.212
-91.121, 30.196
-90.760, 30.178
-89.679, 30.118
-85.020, 29.731
-83.241, 29.527
-82.887, 29.482
-82.533, 29.437
-82.179, 29.390
-81.826, 29.342
-81.473, 29.292
-81.121, 29.242
-104.511, 30.278
-104.151, 30.306
-103.790, 30.334
-103.429, 30.360
-103.069, 30.385
-102.707, 30.409
-102.346, 30.432
-101.984, 30.453
-101.623, 30.473
-101.261, 30.492
-100.899, 30.509
-100.536, 30.525
-100.174, 30.541
-99.812, 30.554
-99.449, 30.567
-99.086, 30.578
-98.723, 30.588
-98.360, 30.597
-97.997, 30.604
-97.634, 30.611
-97.271, 30.616
-96.908, 30.620
-96.545, 30.622
-96.182, 30.623
-95.818, 30.623
-95.455, 30.622
-95.092, 30.620
-94.729, 30.616
-94.366, 30.611
-94.003, 30.604
-93.640, 30.597
-93.277, 30.588
-92.914, 30.578
-92.551, 30.567
-92.188, 30.554
-91.826, 30.541
-91.464, 30.525
-91.101, 30.509
-90.739, 30.492
-90.377, 30.473
-90.016, 30.453
-89.654, 30.432
-89.293, 30.409
-85.334, 30.079
-84.976, 30.042
-84.618, 30.003
-83.547, 29.880
-83.191, 29.837
-82.835, 29.792
-82.480, 29.746
-82.125, 29.699
-81.770, 29.651
-81.416, 29.602
-104.545, 30.590
-104.183, 30.619
-103.821, 30.647
-103.459, 30.673
-103.097, 30.698
-102.734, 30.722
-102.371, 30.745
-102.008, 30.766
-101.645, 30.786
-101.282, 30.805
-100.918, 30.823
-100.555, 30.839
-100.191, 30.854
-99.827, 30.868
-99.463, 30.881
-99.099, 30.892
-98.734, 30.902
-98.370, 30.911
-98.005, 30.919
-97.641, 30.925
-97.276, 30.930
-96.912, 30.934
-96.547, 30.936
-96.182, 30.938
-95.818, 30.938
-95.453, 30.936
-95.088, 30.934
-94.724, 30.930
-94.359, 30.925
-93.995, 30.919
-93.630, 30.911
-93.266, 30.902
-92.901, 30.892
-92.537, 30.881
-92.173, 30.868
-91.809, 30.854
-91.445, 30.839
-91.082, 30.823
-90.718, 30.805
-90.355, 30.786
-89.992, 30.766
-89.629, 30.745
-89.266, 30.722
-88.903, 30.698
-88.541, 30.673
-88.179, 30.647
-87.817, 30.619
-87.455, 30.590
-87.094, 30.560
-86.733, 30.529
-86.372, 30.496
-86.012, 30.462
-85.652, 30.427
-85.292, 30.391
-84.932, 30.354
-84.573, 30.315
-84.214, 30.275
-83.856, 30.234
-83.498, 30.191
-83.140, 30.148
-82.783, 30.103
-82.426, 30.057
-82.070, 30.009
-81.714, 29.961
-81.359, 29.911
-105.304, 30.841
-104.942, 30.873
-104.579, 30.903
-104.216, 30.932
-103.853, 30.960
-103.489, 30.986
-103.125, 31.012
-102.761, 31.036
-102.397, 31.058
-102.033, 31.080
-101.668, 31.100
-101.303, 31.119
-100.938, 31.137
-100.573, 31.153
-100.208, 31.168
-99.842, 31.182
-99.477, 31.195
-99.111, 31.206
-98.745, 31.217
-98.379, 31.225
-98.013, 31.233
-97.647, 31.239
-97.281, 31.244
-96.915, 31.248
-96.549, 31.251
-96.183, 31.252
-95.817, 31.252
-95.451, 31.251
-95.085, 31.248
-94.719, 31.244
-93.987, 31.233
-93.255, 31.217
-92.889, 31.206
-92.523, 31.195
-92.158, 31.182
-91.792, 31.168
-91.427, 31.153
-91.062, 31.137
-90.697, 31.119
-90.332, 31.100
-89.967, 31.080
-89.603, 31.058
-89.239, 31.036
-88.875, 31.012
-88.511, 30.986
-88.147, 30.960
-87.784, 30.932
-87.421, 30.903
-87.058, 30.873
-86.696, 30.841
-86.334, 30.809
-85.972, 30.775
-85.610, 30.739
-85.249, 30.703
-84.888, 30.665
-84.528, 30.626
-84.167, 30.586
-83.808, 30.545
-83.448, 30.502
-83.089, 30.458
-82.731, 30.413
-82.373, 30.367
-82.015, 30.319
-81.657, 30.271
-105.342, 31.154
-104.978, 31.186
-104.613, 31.216
-104.249, 31.245
-103.884, 31.273
-103.519, 31.300
-103.154, 31.325
-102.788, 31.349
-102.423, 31.372
-102.057, 31.394
-101.691, 31.414
-101.325, 31.433
-100.958, 31.451
-100.591, 31.467
-100.225, 31.483
-99.858, 31.497
-99.491, 31.509
-99.124, 31.521
-98.756, 31.531
-98.389, 31.540
-98.022, 31.548
-97.654, 31.554
-97.287, 31.559
-96.919, 31.563
-96.551, 31.565
-96.184, 31.567
-95.816, 31.567
-95.449, 31.565
-95.081, 31.563
-94.713, 31.559
-94.346, 31.554
-93.978, 31.548
-93.611, 31.540
-93.244, 31.531
-92.876, 31.521
-92.509, 31.509
-91.775, 31.483
-91.409, 31.467
-91.042, 31.451
-90.675, 31.433
-90.309, 31.414
-89.943, 31.394
-89.577, 31.372
-89.212, 31.349
-88.846, 31.325
-88.481, 31.300
-88.116, 31.273
-87.751, 31.245
-87.387, 31.216
-87.022, 31.186
-86.658, 31.154
-86.295, 31.121
-85.932, 31.087
-85.569, 31.052
-85.206, 31.015
-84.844, 30.977
-84.482, 30.938
-84.120, 30.898
-83.759, 30.856
-83.398, 30.813
-83.038, 30.769
-82.678, 30.724
-82.318, 30.677
-81.959, 30.630
-81.600, 30.581
-105.744, 31.434
-105.379, 31.467
-105.014, 31.499
-104.648, 31.529
-104.282, 31.559
-103.916, 31.587
-103.550, 31.613
-103.183, 31.639
-102.816, 31.663
-102.449, 31.686
-102.081, 31.708
-101.714, 31.728
-101.346, 31.747
-100.978, 31.765
-100.610, 31.782
-100.242, 31.797
-99.873, 31.811
-99.505, 31.824
-99.136, 31.835
-98.768, 31.846
-98.399, 31.855
-98.030, 31.862
-97.661, 31.869
-97.292, 31.874
-96.923, 31.878
-96.554, 31.880
-96.185, 31.882
-95.815, 31.882
-95.446, 31.880
-95.077, 31.878
-94.708, 31.874
-94.339, 31.869
-93.970, 31.862
-93.601, 31.855
-93.232, 31.846
-92.864, 31.835
-92.495, 31.824
-92.127, 31.811
-91.758, 31.797
-91.390, 31.782
-91.022, 31.765
-90.654, 31.747
-90.286, 31.728
-89.919, 31.708
-89.551, 31.686
-89.184, 31.663
-88.817, 31.639
-88.450, 31.613
-88.084, 31.587
-87.718, 31.559
-87.352, 31.529
-86.986, 31.499
-86.621, 31.467
-86.256, 31.434
-85.891, 31.400
-85.527, 31.364
-85.163, 31.327
-84.799, 31.289
-84.435, 31.250
-84.072, 31.209
-83.710, 31.168
-83.348, 31.125
-82.986, 31.080
-82.624, 31.035
-82.263, 30.988
-81.903, 30.940
-81.543, 30.891
-109.429, 31.346
-109.067, 31.392
-108.703, 31.436
-108.340, 31.479
-106.150, 31.712
-105.784, 31.747
-105.417, 31.780
-105.050, 31.812
-104.683, 31.843
-104.316, 31.872
-103.948, 31.900
-103.580, 31.927
-103.212, 31.953
-102.844, 31.977
-102.475, 32.000
-102.106, 32.022
-101.737, 32.043
-101.368, 32.062
-100.998, 32.080
-100.629, 32.096
-100.259, 32.112
-99.889, 32.126
-99.519, 32.139
-99.149, 32.150
-98.779, 32.161
-98.409, 32.170
-98.038, 32.177
-97.668, 32.184
-97.297, 32.189
-96.927, 32.193
-96.556, 32.195
-96.185, 32.197
-95.815, 32.197
-95.444, 32.195
-95.073, 32.193
-94.703, 32.189
-94.332, 32.184
-93.962, 32.177
-93.591, 32.170
-93.221, 32.161
-92.851, 32.150
-92.481, 32.139
-92.111, 32.126
-91.741, 32.112
-91.371, 32.096
-91.002, 32.080
-90.632, 32.062
-90.263, 32.043
-89.894, 32.022
-89.525, 32.000
-89.156, 31.977
-88.788, 31.953
-88.420, 31.927
-88.052, 31.900
-87.684, 31.872
-87.317, 31.843
-86.950, 31.812
-86.583, 31.780
-86.216, 31.747
-85.850, 31.712
-85.484, 31.677
-85.119, 31.640
-84.754, 31.602
-84.389, 31.562
-84.024, 31.521
-83.660, 31.479
-83.297, 31.436
-82.933, 31.392
-82.571, 31.346
-82.208, 31.299
-81.846, 31.251
-81.485, 31.201
-111.298, 31.409
-110.936, 31.461
-110.574, 31.512
-110.211, 31.562
-109.847, 31.610
-109.484, 31.657
-109.119, 31.703
-108.755, 31.748
-108.390, 31.791
-108.024, 31.833
-107.658, 31.874
-107.292, 31.914
-106.925, 31.952
-106.558, 31.990
-106.191, 32.025
-105.823, 32.060
-105.455, 32.093
-105.087, 32.126
-104.719, 32.156
-104.350, 32.186
-103.981, 32.214
-103.611, 32.241
-103.241, 32.267
-102.872, 32.291
-102.501, 32.315
-102.131, 32.336
-101.761, 32.357
-101.390, 32.376
-101.019, 32.394
-100.648, 32.411
-100.277, 32.427
-99.905, 32.441
-99.534, 32.454
-99.162, 32.465
-98.790, 32.476
-98.418, 32.485
-98.046, 32.492
-97.674, 32.499
-97.302, 32.504
-96.930, 32.508
-96.558, 32.511
-96.186, 32.512
-95.814, 32.512
-95.442, 32.511
-95.070, 32.508
-94.698, 32.504
-94.326, 32.499
-93.954, 32.492
-93.582, 32.485
-93.210, 32.476
-92.838, 32.465
-92.466, 32.454
-92.095, 32.441
-91.723, 32.427
-91.352, 32.411
-90.981, 32.394
-90.610, 32.376
-90.239, 32.357
-89.869, 32.336
-89.499, 32.315
-89.128, 32.291
-88.759, 32.267
-88.389, 32.241
-88.019, 32.214
-87.650, 32.186
-87.281, 32.156
-86.913, 32.126
-86.545, 32.093
-86.177, 32.060
-85.809, 32.025
-85.442, 31.990
-85.075, 31.952
-84.708, 31.914
-84.342, 31.874
-83.976, 31.833
-83.610, 31.791
-83.245, 31.748
-82.881, 31.703
-82.516, 31.657
-82.153, 31.610
-81.789, 31.562
-81.426, 31.512
-111.722, 31.666
-111.360, 31.719
-110.996, 31.772
-110.632, 31.823
-110.268, 31.873
-109.903, 31.921
-109.538, 31.969
-109.172, 32.015
-108.806, 32.060
-108.440, 32.103
-108.073, 32.146
-107.706, 32.187
-107.338, 32.227
-106.970, 32.265
-106.601, 32.303
-106.233, 32.339
-105.864, 32.373
-105.494, 32.407
-105.124, 32.439
-104.754, 32.470
-104.384, 32.500
-104.013, 32.528
-103.642, 32.555
-103.271, 32.581
-102.900, 32.606
-102.528, 32.629
-102.156, 32.651
-101.784, 32.672
-101.412, 32.691
-101.039, 32.709
-100.667, 32.726
-100.294, 32.742
-99.921, 32.756
-99.548, 32.769
-99.175, 32.781
-98.802, 32.791
-98.428, 32.800
-98.055, 32.808
-97.681, 32.814
-97.308, 32.819
-96.934, 32.823
-96.561, 32.826
-96.187, 32.827
-95.813, 32.827
-95.439, 32.826
-95.066, 32.823
-94.692, 32.819
-94.319, 32.814
-93.945, 32.808
-93.572, 32.800
-93.198, 32.791
-92.825, 32.781
-92.452, 32.769
-92.079, 32.756
-91.706, 32.742
-91.333, 32.726
-90.961, 32.709
-90.588, 32.691
-90.216, 32.672
-89.844, 32.651
-89.472, 32.629
-89.100, 32.606
-88.729, 32.581
-88.358, 32.555
-87.987, 32.528
-87.616, 32.500
-87.246, 32.470
-86.876, 32.439
-86.506, 32.407
-86.136, 32.373
-85.767, 32.339
-85.399, 32.303
-85.030, 32.265
-84.662, 32.227
-84.294, 32.187
-83.927, 32.146
-83.560, 32.103
-83.194, 32.060
-82.828, 32.015
-82.462, 31.969
-82.097, 31.921
-81.732, 31.873
-81.368, 31.823
-112.513, 31.865
-112.150, 31.921
-111.786, 31.976
-111.422, 32.030
-111.057, 32.082
-110.692, 32.134
-110.326, 32.184
-109.960, 32.233
-109.593, 32.280
-109.226, 32.327
-108.859, 32.372
-108.491, 32.416
-108.122, 32.458
-107.753, 32.499
-107.384, 32.539
-107.015, 32.578
-106.645, 32.616
-106.275, 32.652
-105.904, 32.687
-105.533, 32.721
-105.162, 32.753
-104.790, 32.784
-104.418, 32.814
-104.046, 32.842
-103.674, 32.870
-103.301, 32.896
-102.928, 32.920
-102.555, 32.944
-102.182, 32.966
-101.808, 32.987
-101.434, 33.006
-101.060, 33.024
-100.686, 33.041
-100.312, 33.057
-99.937, 33.071
-99.563, 33.084
-99.188, 33.096
-98.813, 33.106
-98.438, 33.115
-98.063, 33.123
-97.688, 33.130
-97.313, 33.135
-96.938, 33.139
-96.563, 33.142
-96.188, 33.143
-95.812, 33.143
-95.437, 33.142
-95.062, 33.139
-94.687, 33.135
-94.312, 33.130
-93.937, 33.123
-93.562, 33.115
-93.187, 33.106
-92.812, 33.096
-92.437, 33.084
-92.063, 33.071
-91.688, 33.057
-91.314, 33.041
-90.940, 33.024
-90.566, 33.006
-90.192, 32.987
-89.818, 32.966
-89.445, 32.944
-89.072, 32.920
-88.699, 32.896
-88.326, 32.870
-87.954, 32.842
-87.582, 32.814
-87.210, 32.784
-86.838, 32.753
-86.467, 32.721
-86.096, 32.687
-85.725, 32.652
-85.355, 32.616
-84.985, 32.578
-84.616, 32.539
-84.247, 32.499
-83.878, 32.458
-83.509, 32.416
-83.141, 32.372
-82.774, 32.327
-82.407, 32.280
-82.040, 32.233
-81.674, 32.184
-81.308, 32.134
-80.943, 32.082
-113.308, 32.058
-112.944, 32.117
-112.580, 32.174
-112.215, 32.231
-111.850, 32.286
-111.485, 32.340
-111.118, 32.393
-110.752, 32.445
-110.384, 32.495
-110.017, 32.544
-109.649, 32.592
-109.280, 32.639
-108.911, 32.684
-108.542, 32.728
-108.172, 32.771
-107.802, 32.812
-107.431, 32.852
-107.060, 32.891
-106.689, 32.929
-106.317, 32.965
-105.945, 33.000
-105.572, 33.034
-105.199, 33.067
-104.826, 33.098
-104.453, 33.128
-104.079, 33.157
-103.705, 33.184
-103.331, 33.210
-102.957, 33.235
-102.582, 33.259
-102.207, 33.281
-101.832, 33.302
-101.457, 33.321
-101.081, 33.340
-100.705, 33.357
-100.330, 33.372
-99.954, 33.387
-99.578, 33.400
-99.201, 33.411
-98.825, 33.422
-98.448, 33.431
-98.072, 33.439
-97.695, 33.445
-97.319, 33.451
-96.942, 33.455
-96.565, 33.457
-96.188, 33.459
-95.812, 33.459
-95.435, 33.457
-95.058, 33.455
-94.681, 33.451
-94.305, 33.445
-93.928, 33.439
-93.552, 33.431
-93.175, 33.422
-92.799, 33.411
-92.422, 33.400
-92.046, 33.387
-91.670, 33.372
-91.295, 33.357
-90.919, 33.340
-90.543, 33.321
-90.168, 33.302
-89.793, 33.281
-89.418, 33.259
-89.043, 33.235
-88.669, 33.210
-88.295, 33.184
-87.921, 33.157
-87.547, 33.128
-87.174, 33.098
-86.801, 33.067
-86.428, 33.034
-86.055, 33.000
-85.683, 32.965
-85.311, 32.929
-84.940, 32.891
-84.569, 32.852
-84.198, 32.812
-83.828, 32.771
-83.458, 32.728
-83.089, 32.684
-82.720, 32.639
-82.351, 32.592
-81.983, 32.544
-81.616, 32.495
-81.248, 32.445
-80.882, 32.393
-80.515, 32.340
-113.742, 32.307
-113.378, 32.367
-113.013, 32.426
-112.648, 32.484
-112.281, 32.541
-111.915, 32.597
-111.548, 32.651
-111.180, 32.704
-110.812, 32.756
-110.443, 32.807
-110.074, 32.856
-109.705, 32.904
-109.335, 32.951
-108.964, 32.996
-108.593, 33.040
-108.222, 33.083
-107.850, 33.125
-107.478, 33.165
-107.106, 33.205
-106.733, 33.242
-106.359, 33.279
-105.986, 33.314
-105.612, 33.348
-105.237, 33.381
-104.863, 33.412
-104.488, 33.442
-104.113, 33.471
-103.737, 33.499
-103.362, 33.525
-102.986, 33.550
-102.609, 33.573
-102.233, 33.596
-101.856, 33.617
-101.479, 33.636
-101.102, 33.655
-100.725, 33.672
-100.348, 33.688
-99.970, 33.702
-99.592, 33.715
-99.215, 33.727
-98.837, 33.738
-98.459, 33.747
-98.081, 33.755
-97.702, 33.761
-97.324, 33.767
-96.946, 33.770
-96.568, 33.773
-96.189, 33.774
-95.811, 33.774
-95.432, 33.773
-95.054, 33.770
-94.676, 33.767
-94.298, 33.761
-93.919, 33.755
-93.541, 33.747
-93.163, 33.738
-92.785, 33.727
-92.408, 33.715
-92.030, 33.702
-91.652, 33.688
-91.275, 33.672
-90.898, 33.655
-90.521, 33.636
-90.144, 33.617
-89.767, 33.596
-89.391, 33.573
-89.014, 33.550
-88.638, 33.525
-88.263, 33.499
-87.887, 33.471
-87.512, 33.442
-87.137, 33.412
-86.763, 33.381
-86.388, 33.348
-86.014, 33.314
-85.641, 33.279
-85.267, 33.242
-84.894, 33.205
-84.522, 33.165
-84.150, 33.125
-83.778, 33.083
-83.407, 33.040
-83.036, 32.996
-82.665, 32.951
-82.295, 32.904
-81.926, 32.856
-81.557, 32.807
-81.188, 32.756
-80.820, 32.704
-80.452, 32.651
-114.545, 32.490
-114.180, 32.554
-113.815, 32.616
-113.449, 32.677
-113.083, 32.736
-112.716, 32.795
-112.348, 32.852
-111.980, 32.907
-111.612, 32.962
-111.242, 33.015
-110.873, 33.067
-110.503, 33.118
-110.132, 33.168
-109.761, 33.216
-109.390, 33.263
-109.018, 33.309
-108.645, 33.353
-108.272, 33.396
-107.899, 33.438
-107.526, 33.479
-107.151, 33.518
-106.777, 33.556
-106.402, 33.593
-106.027, 33.628
-105.652, 33.662
-105.276, 33.695
-104.900, 33.727
-104.523, 33.757
-104.147, 33.786
-103.769, 33.814
-103.392, 33.840
-103.015, 33.865
-102.637, 33.889
-102.259, 33.911
-101.881, 33.932
-101.502, 33.952
-101.124, 33.970
-100.745, 33.987
-100.366, 34.003
-99.987, 34.018
-99.607, 34.031
-99.228, 34.043
-98.849, 34.053
-98.469, 34.063
-98.089, 34.071
-97.709, 34.077
-97.330, 34.083
-96.950, 34.086
-96.570, 34.089
-96.190, 34.090
-95.810, 34.090
-95.050, 34.086
-94.670, 34.083
-94.291, 34.077
-93.911, 34.071
-93.531, 34.063
-93.151, 34.053
-92.772, 34.043
-92.393, 34.031
-92.013, 34.018
-91.634, 34.003
-91.255, 33.987
-90.876, 33.970
-90.498, 33.952
-90.119, 33.932
-89.741, 33.911
-89.363, 33.889
-88.985, 33.865
-88.608, 33.840
-88.231, 33.814
-87.853, 33.786
-87.477, 33.757
-87.100, 33.727
-86.724, 33.695
-86.348, 33.662
-85.973, 33.628
-85.598, 33.593
-85.223, 33.556
-84.849, 33.518
-84.474, 33.479
-84.101, 33.438
-83.728, 33.396
-83.355, 33.353
-82.982, 33.309
-82.610, 33.263
-82.239, 33.216
-81.868, 33.168
-81.497, 33.118
-81.127, 33.067
-80.758, 33.015
-80.388, 32.962
-80.020, 32.907
-115.350, 32.668
-114.986, 32.734
-114.620, 32.799
-114.254, 32.863
-113.888, 32.925
-113.520, 32.986
-113.153, 33.046
-112.784, 33.105
-112.415, 33.162
-112.046, 33.218
-111.676, 33.273
-111.305, 33.327
-110.934, 33.379
-110.563, 33.430
-110.191, 33.480
-109.818, 33.528
-109.445, 33.575
-109.072, 33.621
-108.698, 33.666
-108.323, 33.709
-107.949, 33.751
-107.573, 33.792
-107.198, 33.832
-106.822, 33.870
-106.446, 33.907
-106.069, 33.942
-105.692, 33.976
-105.315, 34.009
-104.937, 34.041
-104.559, 34.072
-104.181, 34.101
-103.802, 34.128
-103.423, 34.155
-103.044, 34.180
-102.665, 34.204
-102.285, 34.226
-101.905, 34.247
-101.525, 34.267
-101.145, 34.286
-100.765, 34.303
-100.384, 34.319
-100.003, 34.334
-99.623, 34.347
-99.242, 34.359
-98.860, 34.369
-98.479, 34.379
-98.098, 34.387
-97.717, 34.393
-97.335, 34.399
-96.954, 34.403
-96.572, 34.405
-96.191, 34.407
-95.809, 34.407
-95.428, 34.405
-95.046, 34.403
-94.665, 34.399
-94.283, 34.393
-93.902, 34.387
-93.521, 34.379
-93.140, 34.369
-92.758, 34.359
-92.377, 34.347
-91.997, 34.334
-91.616, 34.319
-91.235, 34.303
-90.855, 34.286
-90.475, 34.267
-90.095, 34.247
-89.715, 34.226
-89.335, 34.204
-88.956, 34.180
-88.577, 34.155
-88.198, 34.128
-87.819, 34.101
-87.441, 34.072
-87.063, 34.041
-86.685, 34.009
-86.308, 33.976
-85.931, 33.942
-85.554, 33.907
-85.178, 33.870
-84.802, 33.832
-84.427, 33.792
-84.051, 33.751
-83.677, 33.709
-83.302, 33.666
-82.928, 33.621
-82.555, 33.575
-82.182, 33.528
-81.809, 33.480
-81.437, 33.430
-81.066, 33.379
-80.695, 33.327
-80.324, 33.273
-79.954, 33.218
-79.585, 33.162
-116.888, 32.699
-116.524, 32.770
-116.160, 32.840
-115.795, 32.909
-115.430, 32.977
-115.063, 33.043
-114.697, 33.108
-114.329, 33.172
-113.961, 33.235
-113.592, 33.296
-113.223, 33.356
-112.853, 33.415
-112.483, 33.473
-112.112, 33.529
-111.741, 33.584
-111.369, 33.638
-110.996, 33.690
-110.623, 33.742
-110.249, 33.792
-109.875, 33.840
-109.501, 33.888
-109.126, 33.934
-108.750, 33.979
-108.375, 34.022
-107.998, 34.065
-107.622, 34.106
-107.245, 34.145
-106.867, 34.184
-106.489, 34.221
-106.111, 34.256
-105.732, 34.291
-105.353, 34.324
-104.974, 34.356
-104.595, 34.386
-104.215, 34.415
-103.835, 34.443
-103.454, 34.470
-103.074, 34.495
-102.693, 34.519
-102.311, 34.542
-101.930, 34.563
-101.548, 34.583
-101.167, 34.602
-100.785, 34.619
-100.403, 34.635
-100.020, 34.650
-99.638, 34.663
-99.255, 34.675
-98.873, 34.686
-98.490, 34.695
-98.107, 34.703
-97.724, 34.710
-97.341, 34.715
-96.958, 34.719
-96.575, 34.722
-96.192, 34.723
-95.808, 34.723
-95.425, 34.722
-95.042, 34.719
-94.659, 34.715
-94.276, 34.710
-93.893, 34.703
-93.510, 34.695
-93.127, 34.686
-92.745, 34.675
-92.362, 34.663
-91.980, 34.650
-91.597, 34.635
-91.215, 34.619
-90.833, 34.602
-90.452, 34.583
-90.070, 34.563
-89.689, 34.542
-89.307, 34.519
-88.926, 34.495
-88.546, 34.470
-88.165, 34.443
-87.785, 34.415
-87.405, 34.386
-87.026, 34.356
-86.647, 34.324
-86.268, 34.291
-85.889, 34.256
-85.511, 34.221
-85.133, 34.184
-84.755, 34.145
-84.378, 34.106
-84.002, 34.065
-83.625, 34.022
-83.250, 33.979
-82.874, 33.934
-82.499, 33.888
-82.125, 33.840
-81.751, 33.792
-81.377, 33.742
-81.004, 33.690
-80.631, 33.638
-80.259, 33.584
-79.888, 33.529
-79.517, 33.473
-79.147, 33.415
-116.973, 33.006
-116.608, 33.078
-116.243, 33.148
-115.876, 33.217
-115.509, 33.285
-115.142, 33.352
-114.773, 33.417
-114.405, 33.481
-114.035, 33.544
