 nmsg,subset,cycletime,ntb,SID,XOB,YOB,DHR,TYP,ELV,SAID,T29,POB,QOB,TOB,ZOB,UOB,VOB,PWO,CAT,PRSS,PQM,QQM,TQM,ZQM,WQM,NUL,PWQ,POE,QOE,TOE,NUL,WOE,NUL,PWE,
 1,ADPUPA,2022042912,1,78807,280.42,8.98,0.0,120.0,7.0,100000000000.0,11.0,631.0,6787.0,7.600000000000001,100000000000.0,100000000000.0,100000000000.0,100000000000.0,2.0,100000000000.0,2.0,2.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 1,ADPUPA,2022042912,1,78807,280.42,8.98,0.0,120.0,7.0,100000000000.0,11.0,551.0,4350.0,0.8,100000000000.0,100000000000.0,100000000000.0,100000000000.0,2.0,100000000000.0,2.0,2.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 1,ADPUPA,2022042912,1,78807,280.42,8.98,0.0,120.0,7.0,100000000000.0,11.0,514.0,4025.0,-2.1,100000000000.0,100000000000.0,100000000000.0,100000000000.0,2.0,100000000000.0,2.0,2.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 1,ADPUPA,2022042912,1,78807,280.42,8.98,0.0,120.0,7.0,100000000000.0,11.0,500.0,4042.0,-3.9,5880.0,100000000000.0,100000000000.0,100000000000.0,1.0,100000000000.0,2.0,2.0,2.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 1,ADPUPA,2022042912,1,78807,280.42,8.98,0.0,120.0,7.0,100000000000.0,11.0,400.0,2097.0,-17.1,7600.0,100000000000.0,100000000000.0,100000000000.0,1.0,100000000000.0,2.0,2.0,2.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 1,ADPUPA,2022042912,1,78807,280.42,8.98,0.0,120.0,7.0,100000000000.0,11.0,396.0,2029.0,-17.7,100000000000.0,100000000000.0,100000000000.0,100000000000.0,2.0,100000000000.0,2.0,2.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 1,ADPUPA,2022042912,1,78807,280.42,8.98,0.0,120.0,7.0,100000000000.0,11.0,375.0,2088.0,-19.9,100000000000.0,100000000000.0,100000000000.0,100000000000.0,2.0,100000000000.0,2.0,2.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 1,ADPUPA,2022042912,1,78807,280.42,8.98,0.0,120.0,7.0,100000000000.0,11.0,342.0,1352.0,-23.7,100000000000.0,100000000000.0,100000000000.0,100000000000.0,2.0,100000000000.0,2.0,2.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 1,ADPUPA,2022042912,1,78807,280.42,8.98,0.0,120.0,7.0,100000000000.0,11.0,321.0,568.0,-26.5,100000000000.0,100000000000.0,100000000000.0,100000000000.0,2.0,100000000000.0,2.0,2.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 1,ADPUPA,2022042912,1,78807,280.42,8.98,0.0,120.0,7.0,100000000000.0,11.0,320.0,569.0,-26.5,100000000000.0,100000000000.0,100000000000.0,100000000000.0,2.0,100000000000.0,2.0,2.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 1,ADPUPA,2022042912,2,78807,280.42,8.98,0.0,220.0,7.0,100000000000.0,11.0,1008.0,100000000000.0,100000000000.0,100000000000.0,-0.1,-1.5,100000000000.0,3.0,100000000000.0,2.0,100000000000.0,100000000000.0,100000000000.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 1,ADPUPA,2022042912,2,78807,280.42,8.98,0.0,220.0,7.0,100000000000.0,11.0,1000.0,100000000000.0,100000000000.0,100000000000.0,0.4,-1.4,100000000000.0,1.0,100000000000.0,2.0,100000000000.0,100000000000.0,100000000000.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 1,ADPUPA,2022042912,2,78807,280.42,8.98,0.0,220.0,7.0,100000000000.0,11.0,975.1,100000000000.0,100000000000.0,300.0,-3.1,-1.8,100000000000.0,4.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 1,ADPUPA,2022042912,2,78807,280.42,8.98,0.0,220.0,7.0,100000000000.0,11.0,942.4,100000000000.0,100000000000.0,600.0,-8.1,-4.7,100000000000.0,4.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 1,ADPUPA,2022042912,2,78807,280.42,8.98,0.0,220.0,7.0,100000000000.0,11.0,925.0,100000000000.0,100000000000.0,100000000000.0,-6.7,-3.8,100000000000.0,1.0,100000000000.0,2.0,100000000000.0,100000000000.0,100000000000.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 1,ADPUPA,2022042912,2,78807,280.42,8.98,0.0,220.0,7.0,100000000000.0,11.0,910.6,100000000000.0,100000000000.0,900.0,-6.7,-3.8,100000000000.0,4.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 1,ADPUPA,2022042912,2,78807,280.42,8.98,0.0,220.0,7.0,100000000000.0,11.0,879.6,100000000000.0,100000000000.0,1200.0,-5.5,-3.8,100000000000.0,4.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 1,ADPUPA,2022042912,2,78807,280.42,8.98,0.0,220.0,7.0,100000000000.0,11.0,850.0,100000000000.0,100000000000.0,100000000000.0,-4.7,-4.7,100000000000.0,1.0,100000000000.0,2.0,100000000000.0,100000000000.0,100000000000.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 1,ADPUPA,2022042912,2,78807,280.42,8.98,0.0,220.0,7.0,100000000000.0,11.0,849.5,100000000000.0,100000000000.0,1500.0,-6.2,-3.6,100000000000.0,4.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 1,ADPUPA,2022042912,2,78807,280.42,8.98,0.0,220.0,7.0,100000000000.0,11.0,820.3000000000002,100000000000.0,100000000000.0,1800.0,-3.3,-3.9,100000000000.0,4.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 1,ADPUPA,2022042912,2,78807,280.42,8.98,0.0,220.0,7.0,100000000000.0,11.0,792.0,100000000000.0,100000000000.0,2100.0,-3.0,-6.5,100000000000.0,4.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 1,ADPUPA,2022042912,2,78807,280.42,8.98,0.0,220.0,7.0,100000000000.0,11.0,764.5,100000000000.0,100000000000.0,2400.0,-5.4,-3.1,100000000000.0,4.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 1,ADPUPA,2022042912,2,78807,280.42,8.98,0.0,220.0,7.0,100000000000.0,11.0,737.7,100000000000.0,100000000000.0,2700.0,-3.7,-1.7,100000000000.0,4.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 1,ADPUPA,2022042912,2,78807,280.42,8.98,0.0,220.0,7.0,100000000000.0,11.0,711.7,100000000000.0,100000000000.0,3000.0,-4.4,-2.5,100000000000.0,4.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 1,ADPUPA,2022042912,2,78807,280.42,8.98,0.0,220.0,7.0,100000000000.0,11.0,700.0,100000000000.0,100000000000.0,100000000000.0,-2.1,0.4,100000000000.0,1.0,100000000000.0,2.0,100000000000.0,100000000000.0,100000000000.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 1,ADPUPA,2022042912,2,78807,280.42,8.98,0.0,220.0,7.0,100000000000.0,11.0,686.5,100000000000.0,100000000000.0,3300.0,-2.1,-0.2,100000000000.0,4.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 1,ADPUPA,2022042912,2,78807,280.42,8.98,0.0,220.0,7.0,100000000000.0,11.0,662.0,100000000000.0,100000000000.0,3600.0,-0.8,4.5,100000000000.0,4.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 1,ADPUPA,2022042912,2,78807,280.42,8.98,0.0,220.0,7.0,100000000000.0,11.0,615.6,100000000000.0,100000000000.0,4200.0,-3.5,3.0,100000000000.0,4.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 1,ADPUPA,2022042912,2,78807,280.42,8.98,0.0,220.0,7.0,100000000000.0,11.0,572.0,100000000000.0,100000000000.0,4800.0,-5.100000000000001,0.4,100000000000.0,4.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 1,ADPUPA,2022042912,2,78807,280.42,8.98,0.0,220.0,7.0,100000000000.0,11.0,551.1,100000000000.0,100000000000.0,5100.0,-6.9,-1.9,100000000000.0,4.0,100000000000.0,2.0,100000000000.0,100000000000.0,2.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
  28,ADPUPA,2022042912,1,72249,262.7000000000000,32.84000000000000,.000000000000000,120.0000000000000,195.0000000000000,100000000000.0000,11.00000000000000,1000.000000000000,100000000000.0000,100000000000.0000,72.00000000000000,100000000000.0000,100000000000.0000,100000000000.0000,1.000000000000000,100000000000.0000,2.000000000000000,100000000000.0000,100000000000.0000,2.000000000000000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,
 28,ADPUPA,2022042912,1,72249,262.7000000000000,32.84000000000000,.000000000000000,120.0000000000000,195.0000000000000,100000000000.0000,11.00000000000000,986.0000000000000,12794.00000000000,21.80000000000000,195.0000000000000,100000000000.0000,100000000000.0000,100000000000.0000,.000000000000000,100000000000.0000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,
 28,ADPUPA,2022042912,1,72249,262.7000000000000,32.84000000000000,.000000000000000,120.0000000000000,195.0000000000000,100000000000.0000,11.00000000000000,925.0000000000000,12317.00000000000,16.60000000000000,745.0000000000000,100000000000.0000,100000000000.0000,100000000000.0000,1.000000000000000,100000000000.0000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,
 28,ADPUPA,2022042912,1,72249,262.7000000000000,32.84000000000000,.000000000000000,120.0000000000000,195.0000000000000,100000000000.0000,11.00000000000000,920.0000000000000,12305.00000000000,16.20000000000000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,2.000000000000000,100000000000.0000,2.000000000000000,2.000000000000000,2.000000000000000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,
 28,ADPUPA,2022042912,1,72249,262.7000000000000,32.84000000000000,.000000000000000,120.0000000000000,195.0000000000000,100000000000.0000,11.00000000000000,861.0000000000000,11255.00000000000,13.60000000000000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,2.000000000000000,100000000000.0000,2.000000000000000,2.000000000000000,2.000000000000000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,
 28,ADPUPA,2022042912,1,72249,262.7000000000000,32.84000000000000,.000000000000000,120.0000000000000,195.0000000000000,100000000000.0000,11.00000000000000,860.0000000000000,10904.00000000000,13.60000000000000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,2.000000000000000,100000000000.0000,2.000000000000000,2.000000000000000,2.000000000000000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,
 28,ADPUPA,2022042912,1,72249,262.7000000000000,32.84000000000000,.000000000000000,120.0000000000000,195.0000000000000,100000000000.0000,11.00000000000000,858.0000000000000,10575.00000000000,15.80000000000000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,2.000000000000000,100000000000.0000,2.000000000000000,2.000000000000000,2.000000000000000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,
 28,ADPUPA,2022042912,1,72249,262.7000000000000,32.84000000000000,.000000000000000,120.0000000000000,195.0000000000000,100000000000.0000,11.00000000000000,857.0000000000000,10657.00000000000,16.00000000000000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,2.000000000000000,100000000000.0000,2.000000000000000,2.000000000000000,2.000000000000000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,
 28,ADPUPA,2022042912,1,72249,262.7000000000000,32.84000000000000,.000000000000000,120.0000000000000,195.0000000000000,100000000000.0000,11.00000000000000,850.0000000000000,10396.00000000000,15.60000000000000,1464.000000000000,100000000000.0000,100000000000.0000,100000000000.0000,1.000000000000000,100000000000.0000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,
 28,ADPUPA,2022042912,1,72249,262.7000000000000,32.84000000000000,.000000000000000,120.0000000000000,195.0000000000000,100000000000.0000,11.00000000000000,831.0000000000000,9431.000000000000,15.20000000000000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,2.000000000000000,100000000000.0000,2.000000000000000,2.000000000000000,2.000000000000000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,
 29,ADPUPA,2022042912,1,72249,262.7000000000000,32.84000000000000,.000000000000000,220.0000000000000,195.0000000000000,100000000000.0000,11.00000000000000,986.0000000000000,100000000000.0000,100000000000.0000,100000000000.0000,.4000000000000000,5.100000000000001,100000000000.0000,3.000000000000000,100000000000.0000,2.000000000000000,100000000000.0000,100000000000.0000,100000000000.0000,2.000000000000000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,
 29,ADPUPA,2022042912,1,72249,262.7000000000000,32.84000000000000,.000000000000000,220.0000000000000,195.0000000000000,100000000000.0000,11.00000000000000,983.0000000000000,100000000000.0000,100000000000.0000,100000000000.0000,-.9000000000000000,5.000000000000000,100000000000.0000,3.000000000000000,100000000000.0000,2.000000000000000,100000000000.0000,100000000000.0000,100000000000.0000,2.000000000000000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,
 29,ADPUPA,2022042912,1,72249,262.7000000000000,32.84000000000000,.000000000000000,220.0000000000000,195.0000000000000,100000000000.0000,11.00000000000000,939.7000000000000,100000000000.0000,100000000000.0000,610.0000000000000,1.000000000000000,11.80000000000000,100000000000.0000,4.000000000000000,100000000000.0000,2.000000000000000,100000000000.0000,100000000000.0000,2.000000000000000,2.000000000000000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,
 29,ADPUPA,2022042912,1,72249,262.7000000000000,32.84000000000000,.000000000000000,220.0000000000000,195.0000000000000,100000000000.0000,11.00000000000000,925.0000000000000,100000000000.0000,100000000000.0000,100000000000.0000,3.600000000000000,13.40000000000000,100000000000.0000,1.000000000000000,100000000000.0000,2.000000000000000,100000000000.0000,100000000000.0000,100000000000.0000,2.000000000000000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,
 29,ADPUPA,2022042912,1,72249,262.7000000000000,32.84000000000000,.000000000000000,220.0000000000000,195.0000000000000,100000000000.0000,11.00000000000000,923.0000000000000,100000000000.0000,100000000000.0000,100000000000.0000,3.600000000000000,13.40000000000000,100000000000.0000,3.000000000000000,100000000000.0000,2.000000000000000,100000000000.0000,100000000000.0000,100000000000.0000,2.000000000000000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,
 29,ADPUPA,2022042912,1,72249,262.7000000000000,32.84000000000000,.000000000000000,220.0000000000000,195.0000000000000,100000000000.0000,11.00000000000000,906.9000000000001,100000000000.0000,100000000000.0000,914.0000000000000,4.000000000000000,14.90000000000000,100000000000.0000,4.000000000000000,100000000000.0000,2.000000000000000,100000000000.0000,100000000000.0000,2.000000000000000,2.000000000000000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,
 29,ADPUPA,2022042912,1,72249,262.7000000000000,32.84000000000000,.000000000000000,220.0000000000000,195.0000000000000,100000000000.0000,11.00000000000000,874.9000000000001,100000000000.0000,100000000000.0000,1219.000000000000,4.300000000000000,15.90000000000000,100000000000.0000,4.000000000000000,100000000000.0000,2.000000000000000,100000000000.0000,100000000000.0000,2.000000000000000,2.000000000000000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,
 29,ADPUPA,2022042912,1,72249,262.7000000000000,32.84000000000000,.000000000000000,220.0000000000000,195.0000000000000,100000000000.0000,11.00000000000000,854.0000000000000,100000000000.0000,100000000000.0000,100000000000.0000,9.300000000000001,16.00000000000000,100000000000.0000,3.000000000000000,100000000000.0000,2.000000000000000,100000000000.0000,100000000000.0000,100000000000.0000,2.000000000000000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,
 29,ADPUPA,2022042912,1,72249,262.7000000000000,32.84000000000000,.000000000000000,220.0000000000000,195.0000000000000,100000000000.0000,11.00000000000000,850.0000000000000,100000000000.0000,100000000000.0000,100000000000.0000,9.300000000000001,16.00000000000000,100000000000.0000,1.000000000000000,100000000000.0000,2.000000000000000,100000000000.0000,100000000000.0000,100000000000.0000,2.000000000000000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,
 29,ADPUPA,2022042912,1,72249,262.7000000000000,32.84000000000000,.000000000000000,220.0000000000000,195.0000000000000,100000000000.0000,11.00000000000000,844.0000000000000,100000000000.0000,100000000000.0000,1524.000000000000,9.300000000000001,16.00000000000000,100000000000.0000,4.000000000000000,100000000000.0000,2.000000000000000,100000000000.0000,100000000000.0000,2.000000000000000,2.000000000000000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,100000000000.0000,
 2,AIRCAR,2022042912,1,SMPL40,275.438,36.645,-0.98333,133.0,10973.0,100000000000.0,41.0,227.3,100000000000.0,-56.0,10973.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,1.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 2,AIRCAR,2022042912,3,SMPL41,237.427,47.152,-1.0,133.0,4097.0,100000000000.0,41.0,608.6,100000000000.0,-18.5,4097.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,1.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
 2,AIRCAR,2022042912,5,SMPL42,237.423,47.203,-1.0,133.0,3901.0,100000000000.0,41.0,624.4000000000002,100000000000.0,-17.1,3901.0,100000000000.0,100000000000.0,100000000000.0,6.0,100000000000.0,2.0,100000000000.0,1.0,2.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,100000000000.0,
